Code: UUR003 | Rate: 0.0000 | Amt: 0.0 | Step: 60.0 | Date: 20190101
Code: UTG1 | Rate: 3.0400 | Amt: 0.05066667 | Step: 1.0 | Date: 20220101
Code: UTG1 | Rate: 2.9400 | Amt: 0.049 | Step: 1.0 | Date: 20210101
Code: UTG1 | Rate: 2.8600 | Amt: 0.04766667 | Step: 1.0 | Date: 20200101
Code: UTG1 | Rate: 2.7600 | Amt: 0.046 | Step: 1.0 | Date: 20190101
Code: UTG1 | Rate: 2.6800 | Amt: 0.04466667 | Step: 1.0 | Date: 20180101
Code: UTG1 | Rate: 2.6300 | Amt: 0.04383333 | Step: 1.0 | Date: 20170808
Code: TAR05 | Rate: 0.4000 | Amt: 0.2 | Step: 30.0 | Date: 20160101
Code: TAR05 | Rate: 3.5000 | Amt: 0.05833333 | Step: 1.0 | Date: 20160101
Code: TAR05 | Rate: 0.4000 | Amt: 0.2 | Step: 30.0 | Date: 20150101
Code: TAR05 | Rate: 3.4700 | Amt: 0.05783333 | Step: 1.0 | Date: 20150101
Code: TAR05 | Rate: 0.4000 | Amt: 0.2 | Step: 30.0 | Date: 20140101
Code: TAR05 | Rate: 3.4098 | Amt: 0.05683 | Step: 1.0 | Date: 20140101
Code: TAR04 | Rate: 3.0300 | Amt: 0.0505 | Step: 1.0 | Date: 20200101
Code: TAR04 | Rate: 2.9300 | Amt: 0.04883333 | Step: 1.0 | Date: 20190101
Code: TAR04 | Rate: 2.5800 | Amt: 0.043 | Step: 1.0 | Date: 20180101
Code: TAR04 | Rate: 2.5300 | Amt: 0.04216667 | Step: 1.0 | Date: 20170101
Code: TAR04 | Rate: 2.4700 | Amt: 0.04116667 | Step: 1.0 | Date: 20160101
Code: TAR04 | Rate: 2.4500 | Amt: 0.04083333 | Step: 1.0 | Date: 20150101
Code: TAR04 | Rate: 2.4100 | Amt: 0.040167 | Step: 1.0 | Date: 20140101
Code: TAR04 | Rate: 2.3700 | Amt: 0.0395 | Step: 1.0 | Date: 20130101
Code: TAR04 | Rate: 2.3300 | Amt: 0.03883333 | Step: 1.0 | Date: 20120101
Code: TAR04 | Rate: 2.2900 | Amt: 0.03816667 | Step: 1.0 | Date: 20111123
Code: TAR03 | Rate: 5.3400 | Amt: 0.089 | Step: 1.0 | Date: 20260101
Code: TAR03 | Rate: 5.2200 | Amt: 0.087 | Step: 1.0 | Date: 20250101
Code: TAR03 | Rate: 5.0000 | Amt: 0.08333333 | Step: 1.0 | Date: 20240101
Code: TAR03 | Rate: 4.0100 | Amt: 0.06683333 | Step: 1.0 | Date: 20230101
Code: TAR03 | Rate: 3.2200 | Amt: 0.05366667 | Step: 1.0 | Date: 20220101
Code: TAR03 | Rate: 3.1200 | Amt: 0.052 | Step: 1.0 | Date: 20210101
Code: TAR03 | Rate: 3.0300 | Amt: 0.0505 | Step: 1.0 | Date: 20200101
Code: TAR03 | Rate: 2.9300 | Amt: 0.04883333 | Step: 1.0 | Date: 20190101
Code: TAR03 | Rate: 2.5800 | Amt: 0.043 | Step: 1.0 | Date: 20180101
Code: TAR03 | Rate: 2.5300 | Amt: 0.04216667 | Step: 1.0 | Date: 20170101
Code: TAR03 | Rate: 2.4700 | Amt: 0.04116667 | Step: 1.0 | Date: 20160101
Code: TAR03 | Rate: 2.4500 | Amt: 0.04083333 | Step: 1.0 | Date: 20150101
Code: TAR03 | Rate: 2.4100 | Amt: 0.040167 | Step: 1.0 | Date: 20140101
Code: TAR03 | Rate: 2.3700 | Amt: 0.0395 | Step: 1.0 | Date: 20130101
Code: TAR03 | Rate: 2.3300 | Amt: 0.03883333 | Step: 1.0 | Date: 20120101
Code: TAR03 | Rate: 2.2900 | Amt: 0.03816667 | Step: 1.0 | Date: 20111118
Code: TAR02 | Rate: 6.7900 | Amt: 0.11316667 | Step: 1.0 | Date: 20250101
Code: TAR02 | Rate: 6.5000 | Amt: 0.10833333 | Step: 1.0 | Date: 20240101
Code: TAR02 | Rate: 5.4300 | Amt: 0.0905 | Step: 1.0 | Date: 20230101
Code: TAR02 | Rate: 4.5300 | Amt: 0.0755 | Step: 1.0 | Date: 20220101
Code: TAR02 | Rate: 4.3900 | Amt: 0.07316667 | Step: 1.0 | Date: 20210101
Code: TAR02 | Rate: 4.2700 | Amt: 0.07116667 | Step: 1.0 | Date: 20200101
Code: TAR02 | Rate: 4.1300 | Amt: 0.06883333 | Step: 1.0 | Date: 20190101
Code: TAR02 | Rate: 3.6400 | Amt: 0.06066667 | Step: 1.0 | Date: 20180101
Code: TAR02 | Rate: 3.5800 | Amt: 0.05966667 | Step: 1.0 | Date: 20170101
Code: TAR02 | Rate: 3.5000 | Amt: 0.05833333 | Step: 1.0 | Date: 20160101
Code: TAR02 | Rate: 3.4700 | Amt: 0.05783333 | Step: 1.0 | Date: 20150101
Code: TAR02 | Rate: 3.4098 | Amt: 0.05683 | Step: 1.0 | Date: 20140101
Code: TAR02 | Rate: 2.6400 | Amt: 0.044 | Step: 1.0 | Date: 20130101
Code: TAR02 | Rate: 2.6000 | Amt: 0.04333333 | Step: 1.0 | Date: 20120101
Code: TAR02 | Rate: 2.5500 | Amt: 0.0425 | Step: 1.0 | Date: 20111118
Code: TAR01 | Rate: 8.0100 | Amt: 0.1335 | Step: 1.0 | Date: 20260101
Code: TAR01 | Rate: 7.8400 | Amt: 0.13066667 | Step: 1.0 | Date: 20250101
Code: TAR01 | Rate: 7.5000 | Amt: 0.125 | Step: 1.0 | Date: 20240101
Code: TAR01 | Rate: 6.6400 | Amt: 0.11066667 | Step: 1.0 | Date: 20230101
Code: TAR01 | Rate: 5.8800 | Amt: 0.098 | Step: 1.0 | Date: 20220101
Code: TAR01 | Rate: 5.6900 | Amt: 0.09483333 | Step: 1.0 | Date: 20210101
Code: TAR01 | Rate: 5.5300 | Amt: 0.09216667 | Step: 1.0 | Date: 20200101
Code: TAR01 | Rate: 5.3500 | Amt: 0.08916667 | Step: 1.0 | Date: 20190101
Code: TAR01 | Rate: 4.7100 | Amt: 0.0785 | Step: 1.0 | Date: 20180101
Code: TAR01 | Rate: 4.6300 | Amt: 0.07716667 | Step: 1.0 | Date: 20170101
Code: TAR01 | Rate: 4.5300 | Amt: 0.0755 | Step: 1.0 | Date: 20160101
Code: TAR01 | Rate: 4.4800 | Amt: 0.07466667 | Step: 1.0 | Date: 20150101
Code: TAR01 | Rate: 4.4100 | Amt: 0.0735 | Step: 1.0 | Date: 20140101
Code: TAR01 | Rate: 4.3400 | Amt: 0.07233333 | Step: 1.0 | Date: 20130101
Code: TAR01 | Rate: 4.2600 | Amt: 0.071 | Step: 1.0 | Date: 20120101
Code: TAR01 | Rate: 4.1800 | Amt: 0.06966666 | Step: 1.0 | Date: 20111014
Code: TAR00 | Rate: 0.0000 | Amt: 0.0 | Step: 1.0 | Date: 20220905
Code: P+R-MAAND | Rate: 0.1400 | Amt: 104.16 | Step: 44640.0 | Date: 20250101
Code: P+R-MAAND | Rate: 0.1313 | Amt: 97.71 | Step: 44640.0 | Date: 20240101
Code: P+R-MAAND | Rate: 0.1233 | Amt: 91.74 | Step: 44640.0 | Date: 20230101
Code: P+R-MAAND | Rate: 0.1191 | Amt: 88.64 | Step: 44640.0 | Date: 20220101
Code: P+R-MAAND | Rate: 0.1153 | Amt: 85.81 | Step: 44640.0 | Date: 20210101
Code: P+R-MAAND | Rate: 0.1121 | Amt: 83.39 | Step: 44640.0 | Date: 20200101
Code: P+R-MAAND | Rate: 0.1083 | Amt: 80.61 | Step: 44640.0 | Date: 20190101
Code: P+R-MAAND | Rate: 0.1008 | Amt: 75.0 | Step: 44640.0 | Date: 20170809
Code: P+R-JAAR | Rate: 0.1400 | Amt: 1249.92 | Step: 535680.0 | Date: 20250101
Code: P+R-JAAR | Rate: 0.1313 | Amt: 1172.41 | Step: 535680.0 | Date: 20240101
Code: P+R-JAAR | Rate: 0.1233 | Amt: 1100.85 | Step: 535680.0 | Date: 20230101
Code: P+R-JAAR | Rate: 0.1191 | Amt: 1063.63 | Step: 535680.0 | Date: 20220101
Code: P+R-JAAR | Rate: 0.1153 | Amt: 1029.65 | Step: 535680.0 | Date: 20210101
Code: P+R-JAAR | Rate: 0.1121 | Amt: 1000.63 | Step: 535680.0 | Date: 20200101
Code: P+R-JAAR | Rate: 0.1083 | Amt: 967.26 | Step: 535680.0 | Date: 20190101
Code: P+R-JAAR | Rate: 0.1008 | Amt: 900.0 | Step: 535680.0 | Date: 20170809
Code: P+R-DAG | Rate: 0.3000 | Amt: 7.2 | Step: 1440.0 | Date: 20250101
Code: P+R-DAG | Rate: 0.2917 | Amt: 7.0 | Step: 1440.0 | Date: 20240101
Code: P+R-DAG | Rate: 0.2017 | Amt: 4.84 | Step: 1440.0 | Date: 20190101
Code: P+R-DAG | Rate: 0.1875 | Amt: 4.5 | Step: 1440.0 | Date: 20170809
Code: P+R-COMBI | Rate: 0.3000 | Amt: 7.2 | Step: 1440.0 | Date: 20250101
Code: P+R-COMBI | Rate: 0.2917 | Amt: 7.0 | Step: 1440.0 | Date: 20240101
Code: P+R-COMBI | Rate: 0.2500 | Amt: 6.0 | Step: 1440.0 | Date: 20220314
Code: P+R-COMBI | Rate: 0.2083 | Amt: 5.0 | Step: 1440.0 | Date: 20190101
Code: P+R-COMBI | Rate: 0.2083 | Amt: 5.0 | Step: 1440.0 | Date: 20170809
Code: MKG24-7 | Rate: 1.4500 | Amt: 243.6 | Step: 10080.0 | Date: 20250101
Code: MKG24-7 | Rate: 1.3858 | Amt: 232.82 | Step: 10080.0 | Date: 20240101
Code: MKG24-7 | Rate: 1.3013 | Amt: 218.61 | Step: 10080.0 | Date: 20230101
Code: MKG24-7 | Rate: 1.2573 | Amt: 211.22 | Step: 10080.0 | Date: 20220101
Code: MKG24-7 | Rate: 1.2171 | Amt: 204.47 | Step: 10080.0 | Date: 20210101
Code: MKG24-7 | Rate: 1.1828 | Amt: 198.71 | Step: 10080.0 | Date: 20200101
Code: MKG24-7 | Rate: 1.1434 | Amt: 192.09 | Step: 10080.0 | Date: 20190101
Code: MKG24-7 | Rate: 1.1079 | Amt: 186.13 | Step: 10080.0 | Date: 20180101
Code: MKG24-7 | Rate: 1.0883 | Amt: 182.84 | Step: 10080.0 | Date: 20170808
Code: MKG24-5 | Rate: 1.4500 | Amt: 174.0 | Step: 7200.0 | Date: 20250101
Code: MKG24-5 | Rate: 1.3877 | Amt: 166.52 | Step: 7200.0 | Date: 20240101
Code: MKG24-5 | Rate: 1.3029 | Amt: 156.35 | Step: 7200.0 | Date: 20230101
Code: MKG24-5 | Rate: 1.2589 | Amt: 151.07 | Step: 7200.0 | Date: 20220101
Code: MKG24-5 | Rate: 1.2187 | Amt: 146.24 | Step: 7200.0 | Date: 20210101
Code: MKG24-5 | Rate: 1.1843 | Amt: 142.12 | Step: 7200.0 | Date: 20200101
Code: MKG24-5 | Rate: 1.1448 | Amt: 137.38 | Step: 7200.0 | Date: 20190101
Code: MKG24-5 | Rate: 1.1093 | Amt: 133.12 | Step: 7200.0 | Date: 20180101
Code: MKG24-5 | Rate: 1.0897 | Amt: 130.77 | Step: 7200.0 | Date: 20170808
Code: KTGKRST | Rate: 4.5800 | Amt: 0.07633333 | Step: 1.0 | Date: 20250101
Code: KTGKRST | Rate: 4.3800 | Amt: 0.073 | Step: 1.0 | Date: 20240101
Code: KTGKRST | Rate: 4.1100 | Amt: 0.0685 | Step: 1.0 | Date: 20230101
Code: KTGKRST | Rate: 3.9800 | Amt: 0.06633333 | Step: 1.0 | Date: 20220101
Code: KTGKRST | Rate: 3.8500 | Amt: 0.06416667 | Step: 1.0 | Date: 20210101
Code: KTGKRST | Rate: 3.7400 | Amt: 0.06233333 | Step: 1.0 | Date: 20200101
Code: KTGKRST | Rate: 3.6100 | Amt: 0.06016667 | Step: 1.0 | Date: 20190101
Code: KTGKRST | Rate: 3.5000 | Amt: 0.05833333 | Step: 1.0 | Date: 20180101
Code: KTGKRST | Rate: 3.0000 | Amt: 0.05 | Step: 1.0 | Date: 20170810
Code: KTGCROES | Rate: 4.9700 | Amt: 0.08283333 | Step: 1.0 | Date: 20250101
Code: KTGCROES | Rate: 4.7600 | Amt: 0.07933333 | Step: 1.0 | Date: 20240101
Code: KTGCROES | Rate: 4.4700 | Amt: 0.0745 | Step: 1.0 | Date: 20230101
Code: KTGCROES | Rate: 4.3200 | Amt: 0.072 | Step: 1.0 | Date: 20220101
Code: KTGCROES | Rate: 4.1800 | Amt: 0.06966667 | Step: 1.0 | Date: 20210101
Code: KTGCROES | Rate: 4.0600 | Amt: 0.06766667 | Step: 1.0 | Date: 20200101
Code: KTGCROES | Rate: 3.9200 | Amt: 0.06533333 | Step: 1.0 | Date: 20190101
Code: KTGCROES | Rate: 3.8000 | Amt: 0.06333333 | Step: 1.0 | Date: 20180101
Code: KTGCROE | Rate: 3.8000 | Amt: 0.06333333 | Step: 1.0 | Date: 20180101
Code: JKG24-7 | Rate: 1.2000 | Amt: 2419.2 | Step: 120960.0 | Date: 20250101
Code: JKG24-7 | Rate: 1.1549 | Amt: 2328.27 | Step: 120960.0 | Date: 20240101
Code: JKG24-7 | Rate: 1.0844 | Amt: 2186.17 | Step: 120960.0 | Date: 20230101
Code: JKG24-7 | Rate: 1.0477 | Amt: 2112.25 | Step: 120960.0 | Date: 20220101
Code: JKG24-7 | Rate: 1.0143 | Amt: 2044.77 | Step: 120960.0 | Date: 20210101
Code: JKG24-7 | Rate: 0.9857 | Amt: 1987.14 | Step: 120960.0 | Date: 20200101
Code: JKG24-7 | Rate: 0.9528 | Amt: 1920.87 | Step: 120960.0 | Date: 20190101
Code: JKG24-7 | Rate: 11.0792 | Amt: 1861.31 | Step: 10080.0 | Date: 20180101
Code: JKG24-7 | Rate: 10.8833 | Amt: 1828.4 | Step: 10080.0 | Date: 20170808
Code: JKG24-5 | Rate: 1.2200 | Amt: 1756.8 | Step: 86400.0 | Date: 20250101
Code: JKG24-5 | Rate: 1.1564 | Amt: 1665.23 | Step: 86400.0 | Date: 20240101
Code: JKG24-5 | Rate: 1.0858 | Amt: 1563.59 | Step: 86400.0 | Date: 20230101
Code: JKG24-5 | Rate: 1.0491 | Amt: 1510.72 | Step: 86400.0 | Date: 20220101
Code: JKG24-5 | Rate: 1.0156 | Amt: 1462.46 | Step: 86400.0 | Date: 20210101
Code: JKG24-5 | Rate: 0.9870 | Amt: 1421.24 | Step: 86400.0 | Date: 20200101
Code: JKG24-5 | Rate: 0.9541 | Amt: 1373.84 | Step: 86400.0 | Date: 20190101
Code: JKG24-5 | Rate: 0.9245 | Amt: 1331.24 | Step: 86400.0 | Date: 20180101
Code: JKG24-5 | Rate: 0.9081 | Amt: 1307.7 | Step: 86400.0 | Date: 20170808
Code: DAG03 | Rate: 3.1283 | Amt: 37.54 | Step: 720.0 | Date: 20260101
Code: DAG03 | Rate: 3.0600 | Amt: 36.72 | Step: 720.0 | Date: 20250101
Code: DAG03 | Rate: 2.9292 | Amt: 35.15 | Step: 720.0 | Date: 20240101
Code: DAG03 | Rate: 2.3508 | Amt: 28.21 | Step: 720.0 | Date: 20230101
Code: DAG03 | Rate: 1.8867 | Amt: 22.64 | Step: 720.0 | Date: 20220101
Code: DAG03 | Rate: 1.8267 | Amt: 21.92 | Step: 720.0 | Date: 20210101
Code: DAG03 | Rate: 1.7750 | Amt: 21.3 | Step: 720.0 | Date: 20200101
Code: DAG03 | Rate: 1.7158 | Amt: 20.59 | Step: 720.0 | Date: 20190101
Code: DAG03 | Rate: 1.5117 | Amt: 18.14 | Step: 720.0 | Date: 20180101
Code: DAG03 | Rate: 1.4850 | Amt: 17.82 | Step: 720.0 | Date: 20170101
Code: DAG03 | Rate: 1.4517 | Amt: 17.42 | Step: 720.0 | Date: 20160101
Code: DAG03 | Rate: 1.4375 | Amt: 17.25 | Step: 720.0 | Date: 20150101
Code: DAG03 | Rate: 1.4150 | Amt: 16.98 | Step: 720.0 | Date: 20140101
Code: DAG03 | Rate: 1.3917 | Amt: 16.7004 | Step: 720.0 | Date: 20130101
Code: DAG03 | Rate: 1.3667 | Amt: 16.4 | Step: 720.0 | Date: 20120101
Code: DAG03 | Rate: 1.3417 | Amt: 16.1 | Step: 720.0 | Date: 20111123
Code: DAG02 | Rate: 3.4743 | Amt: 48.64 | Step: 840.0 | Date: 20260101
Code: DAG02 | Rate: 3.4000 | Amt: 47.6 | Step: 840.0 | Date: 20250101
Code: DAG02 | Rate: 3.2529 | Amt: 45.54 | Step: 840.0 | Date: 20240101
Code: DAG02 | Rate: 2.7150 | Amt: 38.01 | Step: 840.0 | Date: 20230101
Code: DAG02 | Rate: 2.2664 | Amt: 31.73 | Step: 840.0 | Date: 20220101
Code: DAG02 | Rate: 2.1943 | Amt: 30.72 | Step: 840.0 | Date: 20210101
Code: DAG02 | Rate: 2.1321 | Amt: 29.85 | Step: 840.0 | Date: 20200101
Code: DAG02 | Rate: 2.0607 | Amt: 28.85 | Step: 840.0 | Date: 20190101
Code: DAG02 | Rate: 1.8150 | Amt: 25.41 | Step: 840.0 | Date: 20180101
Code: DAG02 | Rate: 1.7830 | Amt: 24.962 | Step: 840.0 | Date: 20170101
Code: DAG02 | Rate: 1.7429 | Amt: 24.4 | Step: 840.0 | Date: 20160101
Code: DAG02 | Rate: 1.7257 | Amt: 24.16 | Step: 840.0 | Date: 20150101
Code: DAG02 | Rate: 1.6986 | Amt: 23.7804 | Step: 840.0 | Date: 20140101
Code: DAG02 | Rate: 1.3140 | Amt: 18.396 | Step: 840.0 | Date: 20130101
Code: DAG02 | Rate: 1.2929 | Amt: 18.1 | Step: 840.0 | Date: 20120101
Code: DAG02 | Rate: 1.2714 | Amt: 17.8 | Step: 840.0 | Date: 20111123
Code: DAG01 | Rate: 3.1183 | Amt: 56.13 | Step: 1080.0 | Date: 20260101
Code: DAG01 | Rate: 3.0500 | Amt: 54.9 | Step: 1080.0 | Date: 20250101
Code: DAG01 | Rate: 2.9194 | Amt: 52.55 | Step: 1080.0 | Date: 20240101
Code: DAG01 | Rate: 2.5861 | Amt: 46.55 | Step: 1080.0 | Date: 20230101
Code: DAG01 | Rate: 2.2906 | Amt: 41.23 | Step: 1080.0 | Date: 20220101
Code: DAG01 | Rate: 2.2172 | Amt: 39.91 | Step: 1080.0 | Date: 20210101
Code: DAG01 | Rate: 2.1550 | Amt: 38.79 | Step: 1080.0 | Date: 20200101
Code: DAG01 | Rate: 2.0833 | Amt: 37.5 | Step: 1080.0 | Date: 20190101
Code: DAG01 | Rate: 1.8350 | Amt: 33.03 | Step: 1080.0 | Date: 20180101
Code: DAG01 | Rate: 1.8030 | Amt: 32.454 | Step: 1080.0 | Date: 20170101
Code: DAG01 | Rate: 1.7622 | Amt: 31.72 | Step: 1080.0 | Date: 20160101
Code: DAG01 | Rate: 1.7450 | Amt: 31.41 | Step: 1080.0 | Date: 20150101
Code: DAG01 | Rate: 1.7172 | Amt: 30.9096 | Step: 1080.0 | Date: 20140101
Code: DAG01 | Rate: 1.6890 | Amt: 30.402 | Step: 1080.0 | Date: 20130101
Code: DAG01 | Rate: 1.6611 | Amt: 29.9 | Step: 1080.0 | Date: 20120101
Code: DAG01 | Rate: 1.5421 | Amt: 29.3 | Step: 1140.0 | Date: 20111123
Code: DAG-VR | Rate: 3.5000 | Amt: 28.0 | Step: 480.0 | Date: 20250101
Code: DAG-VR | Rate: 3.3475 | Amt: 26.78 | Step: 480.0 | Date: 20240101
Code: DAG-VR | Rate: 3.1437 | Amt: 25.15 | Step: 480.0 | Date: 20230101
Code: DAG-VR | Rate: 3.0375 | Amt: 24.3 | Step: 480.0 | Date: 20220101
Code: DAG-VR | Rate: 2.9400 | Amt: 23.52 | Step: 480.0 | Date: 20210101
Code: DAG-VR | Rate: 2.8575 | Amt: 22.86 | Step: 480.0 | Date: 20200101
Code: DAG-VR | Rate: 2.7612 | Amt: 22.09 | Step: 480.0 | Date: 20190101
Code: DAG-VR | Rate: 2.6763 | Amt: 21.41 | Step: 480.0 | Date: 20180101
Code: DAG-VR | Rate: 2.6288 | Amt: 21.03 | Step: 480.0 | Date: 20170808
Code: DAG-KVL | Rate: 2.1300 | Amt: 17.04 | Step: 480.0 | Date: 20250101
Code: DAG-KVL | Rate: 2.0362 | Amt: 16.29 | Step: 480.0 | Date: 20240101
Code: DAG-KVL | Rate: 1.9112 | Amt: 15.29 | Step: 480.0 | Date: 20230101
Code: DAG-KVL | Rate: 1.8462 | Amt: 14.77 | Step: 480.0 | Date: 20220101
Code: DAG-KVL | Rate: 1.7875 | Amt: 14.3 | Step: 480.0 | Date: 20210101
Code: DAG-KVL | Rate: 1.7375 | Amt: 13.9 | Step: 480.0 | Date: 20200101
Code: DAG-KVL | Rate: 1.6800 | Amt: 13.44 | Step: 480.0 | Date: 20190101
Code: DAG-KVL | Rate: 1.6275 | Amt: 13.02 | Step: 480.0 | Date: 20180101
Code: DAG-KVL | Rate: 1.5987 | Amt: 12.79 | Step: 480.0 | Date: 20170808
Code: DAG-KRST | Rate: 4.6000 | Amt: 46.0 | Step: 600.0 | Date: 20250101
Code: DAG-KRST | Rate: 4.3790 | Amt: 43.79 | Step: 600.0 | Date: 20240101
Code: DAG-KRST | Rate: 4.1110 | Amt: 41.11 | Step: 600.0 | Date: 20230101
Code: DAG-KRST | Rate: 3.9720 | Amt: 39.72 | Step: 600.0 | Date: 20220101
Code: DAG-KRST | Rate: 3.8450 | Amt: 38.45 | Step: 600.0 | Date: 20210101
Code: DAG-KRST | Rate: 3.7370 | Amt: 37.37 | Step: 600.0 | Date: 20200101
Code: DAG-KRST | Rate: 3.6120 | Amt: 36.12 | Step: 600.0 | Date: 20190101
Code: DAG-KRST | Rate: 3.5000 | Amt: 35.0 | Step: 600.0 | Date: 20180101
Code: DAG-KRST | Rate: 0.8750 | Amt: 21.0 | Step: 1440.0 | Date: 20170810
Code: DAG-G | Rate: 2.8000 | Amt: 22.4 | Step: 480.0 | Date: 20250101
Code: DAG-G | Rate: 2.6713 | Amt: 21.37 | Step: 480.0 | Date: 20240101
Code: DAG-G | Rate: 2.5088 | Amt: 20.07 | Step: 480.0 | Date: 20230101
Code: DAG-G | Rate: 2.4238 | Amt: 19.39 | Step: 480.0 | Date: 20220101
Code: DAG-G | Rate: 2.3462 | Amt: 18.77 | Step: 480.0 | Date: 20210101
Code: DAG-G | Rate: 2.2800 | Amt: 18.24 | Step: 480.0 | Date: 20200101
Code: DAG-G | Rate: 2.2037 | Amt: 17.63 | Step: 480.0 | Date: 20190101
Code: DAG-G | Rate: 2.1350 | Amt: 17.08 | Step: 480.0 | Date: 20180101
Code: DAG-G | Rate: 2.0975 | Amt: 16.78 | Step: 480.0 | Date: 20170808
Code: DAG-CROE | Rate: 4.9600 | Amt: 49.6 | Step: 600.0 | Date: 20250101
Code: DAG-CROE | Rate: 4.7530 | Amt: 47.53 | Step: 600.0 | Date: 20240101
Code: DAG-CROE | Rate: 4.4630 | Amt: 44.63 | Step: 600.0 | Date: 20230101
Code: DAG-CROE | Rate: 4.3130 | Amt: 43.13 | Step: 600.0 | Date: 20220101
Code: DAG-CROE | Rate: 4.1750 | Amt: 41.75 | Step: 600.0 | Date: 20210101
Code: DAG-CROE | Rate: 4.0570 | Amt: 40.57 | Step: 600.0 | Date: 20200101
Code: DAG-CROE | Rate: 3.9220 | Amt: 39.22 | Step: 600.0 | Date: 20190101
Code: DAG-CROE | Rate: 3.8000 | Amt: 38.0 | Step: 600.0 | Date: 20180101
Code: DAG-BRLN | Rate: 2.9500 | Amt: 23.6 | Step: 480.0 | Date: 20250101
Code: DAG-BRLN | Rate: 2.8150 | Amt: 22.52 | Step: 480.0 | Date: 20240101
Code: DAG-BRLN | Rate: 2.6437 | Amt: 21.15 | Step: 480.0 | Date: 20230101
Code: DAG-BRLN | Rate: 2.5537 | Amt: 20.43 | Step: 480.0 | Date: 20220101
Code: DAG-BRLN | Rate: 1.9780 | Amt: 19.78 | Step: 600.0 | Date: 20210222
Code: AVK02 | Rate: 4.1650 | Amt: 16.66 | Step: 240.0 | Date: 20260101
Code: AVK02 | Rate: 4.0800 | Amt: 16.32 | Step: 240.0 | Date: 20250101
Code: AVK02 | Rate: 3.9000 | Amt: 15.6 | Step: 240.0 | Date: 20240101
Code: AVK02 | Rate: 3.2550 | Amt: 13.02 | Step: 240.0 | Date: 20230101
Code: AVK02 | Rate: 2.7175 | Amt: 10.87 | Step: 240.0 | Date: 20220101
Code: AVK02 | Rate: 2.6300 | Amt: 10.52 | Step: 240.0 | Date: 20210101
Code: AVK02 | Rate: 2.5550 | Amt: 10.22 | Step: 240.0 | Date: 20200101
Code: AVK02 | Rate: 2.4700 | Amt: 9.88 | Step: 240.0 | Date: 20190101
Code: AVK02 | Rate: 2.1750 | Amt: 8.7 | Step: 240.0 | Date: 20180101
Code: AVK02 | Rate: 2.1350 | Amt: 8.54 | Step: 240.0 | Date: 20170101
Code: AVK02 | Rate: 2.0875 | Amt: 8.35 | Step: 240.0 | Date: 20160101
Code: AVK02 | Rate: 2.0650 | Amt: 8.26 | Step: 240.0 | Date: 20150101
Code: AVK02 | Rate: 2.0325 | Amt: 8.13 | Step: 240.0 | Date: 20131201
Code: AVK02 | Rate: 1.5750 | Amt: 6.3 | Step: 240.0 | Date: 20130101
